Date,Platform,Product_Category,Comment_Text,Sentiment_Ground_Truth
2025-06-05,Website Review,Comforter Set,"Don't buy the Comforter Set, it captures too much heat.",Negative
2025-06-05,Facebook,Spring Mattress,"Comparing this Spring Mattress with the other model, which is better?",Neutral
2025-06-05,Instagram,Orthopedic Mattress,I was skeptical but the Orthopedic Mattress is very comfortable.,Positive
2025-06-05,Website Review,Comforter Set,Soft yet firm. The Comforter Set is perfect.,Positive
2025-06-05,Instagram,Orthopedic Mattress,Delivery of my Orthopedic Mattress was delayed by 2 weeks. Unacceptable.,Negative
2025-06-05,Facebook,Sofa Cushion,What is the warranty period for the Sofa Cushion?,Neutral
2025-06-05,Facebook,Spring Mattress,I am facing specific foam density issues with the Spring Mattress. It sinks too much.,Negative
2025-06-04,Instagram,Sofa Cushion,Delivery of my Sofa Cushion was delayed by 2 weeks. Unacceptable.,Negative
2025-06-04,Website Review,Spring Mattress,Can I pay via EMI for the Spring Mattress?,Neutral
2025-06-04,Facebook,Memory Foam Pillow,Great service and the Memory Foam Pillow feels premium.,Positive
2025-06-04,Instagram,Comforter Set,Honestly the best investment for my back. The Comforter Set is amazing.,Positive
2025-06-04,Website Review,Supreme Foam,"Don't buy the Supreme Foam, it captures too much heat.",Negative
2025-06-04,Instagram,Supreme Foam,"Not happy with the foam density of the Supreme Foam, feels cheap.",Negative
2025-06-04,Instagram,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2025-06-04,Website Review,Supreme Foam,Great service and the Supreme Foam feels premium.,Positive
2025-06-04,Website Review,Sofa Cushion,Five stars for the Sofa Cushion!,Positive
2025-06-04,Instagram,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2025-06-04,Website Review,Orthopedic Mattress,Great service and the Orthopedic Mattress feels premium.,Positive
2025-06-04,Instagram,Spring Mattress,Is the Spring Mattress available in King Size?,Neutral
2025-06-04,Facebook,Supreme Foam,Is the Supreme Foam washable?,Neutral
2025-06-04,Instagram,Orthopedic Mattress,Great service and the Orthopedic Mattress feels premium.,Positive
2025-06-04,Website Review,Memory Foam Pillow,Great service and the Memory Foam Pillow feels premium.,Positive
2025-06-04,Instagram,Sofa Cushion,Delivery was super fast and the Sofa Cushion quality is top notch.,Positive
2025-06-04,Facebook,Memory Foam Pillow,Honestly the best investment for my back. The Memory Foam Pillow is amazing.,Positive
2025-06-04,Instagram,Spring Mattress,Delivery was super fast and the Spring Mattress quality is top notch.,Positive
2025-06-04,Instagram,Comforter Set,Finally getting good sleep thanks to Swan's Comforter Set.,Positive
2025-06-04,Website Review,Spring Mattress,Can I pay via EMI for the Spring Mattress?,Neutral
2025-06-03,Instagram,Sofa Cushion,Delivery was super fast and the Sofa Cushion quality is top notch.,Positive
2025-06-03,Facebook,Sofa Cushion,Five stars for the Sofa Cushion!,Positive
2025-06-03,Facebook,Orthopedic Mattress,My Orthopedic Mattress arrived damaged and return process is a nightmare.,Negative
2025-06-03,Instagram,Spring Mattress,Delivery of my Spring Mattress was delayed by 2 weeks. Unacceptable.,Negative
2025-06-03,Instagram,Sofa Cushion,Finally getting good sleep thanks to Swan's Sofa Cushion.,Positive
2025-06-03,Facebook,Spring Mattress,Delivery was super fast and the Spring Mattress quality is top notch.,Positive
2025-06-03,Instagram,Spring Mattress,Delivery of my Spring Mattress was delayed by 2 weeks. Unacceptable.,Negative
2025-06-03,Facebook,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2025-06-03,Website Review,Supreme Foam,The Supreme Foam smells of chemicals even after a week.,Negative
2025-06-03,Website Review,Orthopedic Mattress,Five stars for the Orthopedic Mattress!,Positive
2025-06-03,Facebook,Orthopedic Mattress,Five stars for the Orthopedic Mattress!,Positive
2025-06-03,Facebook,Supreme Foam,Does the Supreme Foam come with a cover?,Neutral
2025-06-03,Facebook,Memory Foam Pillow,Delivery was super fast and the Memory Foam Pillow quality is top notch.,Positive
2025-06-02,Website Review,Spring Mattress,Customer service didn't reply when I asked about my Spring Mattress warranty.,Negative
2025-06-02,Facebook,Comforter Set,Delivery was super fast and the Comforter Set quality is top notch.,Positive
2025-06-02,Instagram,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2025-06-02,Website Review,Comforter Set,Five stars for the Comforter Set!,Positive
2025-06-02,Instagram,Spring Mattress,Do you have a showroom in Dhanmondi to test the Spring Mattress?,Neutral
2025-06-02,Facebook,Spring Mattress,"Regret buying the Spring Mattress, the stitching is coming off.",Negative
2025-06-02,Website Review,Orthopedic Mattress,The Orthopedic Mattress smells of chemicals even after a week.,Negative
2025-06-02,Facebook,Spring Mattress,Delivery was super fast and the Spring Mattress quality is top notch.,Positive
2025-06-02,Website Review,Memory Foam Pillow,Is the Memory Foam Pillow washable?,Neutral
2025-06-02,Instagram,Comforter Set,Customer service didn't reply when I asked about my Comforter Set warranty.,Negative
2025-06-02,Facebook,Memory Foam Pillow,Does the Memory Foam Pillow come with a cover?,Neutral
2025-06-02,Instagram,Memory Foam Pillow,Is the Memory Foam Pillow available in King Size?,Neutral
2025-06-01,Website Review,Comforter Set,"Not happy with the foam density of the Comforter Set, feels cheap.",Negative
2025-06-01,Facebook,Comforter Set,Delivery of my Comforter Set was delayed by 2 weeks. Unacceptable.,Negative
2025-06-01,Instagram,Orthopedic Mattress,My Orthopedic Mattress arrived damaged and return process is a nightmare.,Negative
2025-06-01,Facebook,Supreme Foam,Do you have any discount running on the Supreme Foam?,Neutral
2025-06-01,Website Review,Comforter Set,Delivery was super fast and the Comforter Set quality is top notch.,Positive
2025-06-01,Instagram,Memory Foam Pillow,Honestly the best investment for my back. The Memory Foam Pillow is amazing.,Positive
2025-06-01,Facebook,Sofa Cushion,I am facing specific foam density issues with the Sofa Cushion. It sinks too much.,Negative
2025-06-01,Website Review,Memory Foam Pillow,My parents love the Memory Foam Pillow I bought them.,Positive
2025-06-01,Website Review,Supreme Foam,"Highly recommend the Supreme Foam, worth every taka.",Positive
2025-06-01,Instagram,Comforter Set,"Don't buy the Comforter Set, it captures too much heat.",Negative
2025-06-01,Instagram,Orthopedic Mattress,Can I pay via EMI for the Orthopedic Mattress?,Neutral
2025-06-01,Facebook,Orthopedic Mattress,My parents love the Orthopedic Mattress I bought them.,Positive
2025-06-01,Instagram,Supreme Foam,Customer service didn't reply when I asked about my Supreme Foam warranty.,Negative
2025-06-01,Website Review,Supreme Foam,Honestly the best investment for my back. The Supreme Foam is amazing.,Positive
2025-06-01,Website Review,Sofa Cushion,"Regret buying the Sofa Cushion, the stitching is coming off.",Negative
2025-05-31,Facebook,Sofa Cushion,Five stars for the Sofa Cushion!,Positive
2025-05-31,Facebook,Orthopedic Mattress,My parents love the Orthopedic Mattress I bought them.,Positive
2025-05-31,Instagram,Orthopedic Mattress,Is the Orthopedic Mattress available in King Size?,Neutral
2025-05-31,Website Review,Supreme Foam,What is the warranty period for the Supreme Foam?,Neutral
2025-05-31,Website Review,Orthopedic Mattress,"Regret buying the Orthopedic Mattress, the stitching is coming off.",Negative
2025-05-31,Instagram,Orthopedic Mattress,Just received my Orthopedic Mattress and it looks exactly like the pictures.,Positive
2025-05-31,Instagram,Memory Foam Pillow,What is the warranty period for the Memory Foam Pillow?,Neutral
2025-05-31,Website Review,Spring Mattress,Soft yet firm. The Spring Mattress is perfect.,Positive
2025-05-31,Instagram,Sofa Cushion,I was skeptical but the Sofa Cushion is very comfortable.,Positive
2025-05-31,Facebook,Memory Foam Pillow,What is the warranty period for the Memory Foam Pillow?,Neutral
2025-05-31,Instagram,Spring Mattress,My parents love the Spring Mattress I bought them.,Positive
2025-05-30,Facebook,Supreme Foam,Called support 3 times about my Supreme Foam but got no response.,Negative
2025-05-30,Website Review,Orthopedic Mattress,Soft yet firm. The Orthopedic Mattress is perfect.,Positive
2025-05-30,Instagram,Supreme Foam,Delivery of my Supreme Foam was delayed by 2 weeks. Unacceptable.,Negative
2025-05-30,Instagram,Sofa Cushion,Five stars for the Sofa Cushion!,Positive
2025-05-30,Instagram,Memory Foam Pillow,Delivery was super fast and the Memory Foam Pillow quality is top notch.,Positive
2025-05-30,Facebook,Supreme Foam,I was skeptical but the Supreme Foam is very comfortable.,Positive
2025-05-30,Website Review,Orthopedic Mattress,My Orthopedic Mattress arrived damaged and return process is a nightmare.,Negative
2025-05-30,Facebook,Supreme Foam,I am facing specific foam density issues with the Supreme Foam. It sinks too much.,Negative
2025-05-30,Website Review,Supreme Foam,Delivery of my Supreme Foam was delayed by 2 weeks. Unacceptable.,Negative
2025-05-29,Facebook,Supreme Foam,Soft yet firm. The Supreme Foam is perfect.,Positive
2025-05-29,Instagram,Spring Mattress,Just received my Spring Mattress and it looks exactly like the pictures.,Positive
2025-05-29,Website Review,Comforter Set,Honestly the best investment for my back. The Comforter Set is amazing.,Positive
2025-05-29,Instagram,Orthopedic Mattress,"Not happy with the foam density of the Orthopedic Mattress, feels cheap.",Negative
2025-05-29,Instagram,Supreme Foam,Delivery was super fast and the Supreme Foam quality is top notch.,Positive
2025-05-29,Facebook,Sofa Cushion,Soft yet firm. The Sofa Cushion is perfect.,Positive
2025-05-29,Instagram,Orthopedic Mattress,Is the Orthopedic Mattress available in King Size?,Neutral
2025-05-29,Website Review,Comforter Set,"Regret buying the Comforter Set, the stitching is coming off.",Negative
2025-05-29,Instagram,Orthopedic Mattress,My parents love the Orthopedic Mattress I bought them.,Positive
2025-05-29,Facebook,Memory Foam Pillow,"Not happy with the foam density of the Memory Foam Pillow, feels cheap.",Negative
2025-05-28,Instagram,Spring Mattress,Soft yet firm. The Spring Mattress is perfect.,Positive
2025-05-28,Website Review,Orthopedic Mattress,"Comparing this Orthopedic Mattress with the other model, which is better?",Neutral
2025-05-28,Instagram,Orthopedic Mattress,"Not happy with the foam density of the Orthopedic Mattress, feels cheap.",Negative
2025-05-28,Website Review,Orthopedic Mattress,Just received my Orthopedic Mattress and it looks exactly like the pictures.,Positive
2025-05-28,Website Review,Supreme Foam,Honestly the best investment for my back. The Supreme Foam is amazing.,Positive
2025-05-28,Facebook,Spring Mattress,Is the Spring Mattress available in King Size?,Neutral
2025-05-28,Website Review,Comforter Set,I was skeptical but the Comforter Set is very comfortable.,Positive
2025-05-27,Facebook,Sofa Cushion,My Sofa Cushion arrived damaged and return process is a nightmare.,Negative
2025-05-27,Website Review,Memory Foam Pillow,What is the warranty period for the Memory Foam Pillow?,Neutral
2025-05-27,Facebook,Supreme Foam,Just received my Supreme Foam and it looks exactly like the pictures.,Positive
2025-05-27,Instagram,Supreme Foam,Just received my Supreme Foam and it looks exactly like the pictures.,Positive
2025-05-27,Instagram,Comforter Set,My Comforter Set arrived damaged and return process is a nightmare.,Negative
2025-05-27,Instagram,Supreme Foam,Called support 3 times about my Supreme Foam but got no response.,Negative
2025-05-27,Instagram,Spring Mattress,How long does delivery take for the Spring Mattress to Chittagong?,Neutral
2025-05-27,Facebook,Spring Mattress,Do you have a showroom in Dhanmondi to test the Spring Mattress?,Neutral
2025-05-27,Website Review,Spring Mattress,Great service and the Spring Mattress feels premium.,Positive
2025-05-27,Facebook,Spring Mattress,The Spring Mattress smells of chemicals even after a week.,Negative
2025-05-27,Instagram,Orthopedic Mattress,Is the Orthopedic Mattress available in grey color?,Neutral
2025-05-27,Website Review,Comforter Set,Just received my Comforter Set and it looks exactly like the pictures.,Positive
2025-05-27,Instagram,Sofa Cushion,Great service and the Sofa Cushion feels premium.,Positive
2025-05-27,Instagram,Spring Mattress,Finally getting good sleep thanks to Swan's Spring Mattress.,Positive
2025-05-27,Instagram,Memory Foam Pillow,I was skeptical but the Memory Foam Pillow is very comfortable.,Positive
2025-05-26,Website Review,Supreme Foam,"Highly recommend the Supreme Foam, worth every taka.",Positive
2025-05-26,Website Review,Memory Foam Pillow,"Regret buying the Memory Foam Pillow, the stitching is coming off.",Negative
2025-05-26,Website Review,Supreme Foam,"Not happy with the foam density of the Supreme Foam, feels cheap.",Negative
2025-05-26,Facebook,Spring Mattress,Is the Spring Mattress available in grey color?,Neutral
2025-05-26,Website Review,Spring Mattress,My parents love the Spring Mattress I bought them.,Positive
2025-05-26,Website Review,Sofa Cushion,Can I pay via EMI for the Sofa Cushion?,Neutral
2025-05-26,Instagram,Comforter Set,My parents love the Comforter Set I bought them.,Positive
2025-05-26,Facebook,Orthopedic Mattress,"Highly recommend the Orthopedic Mattress, worth every taka.",Positive
2025-05-26,Facebook,Comforter Set,I was skeptical but the Comforter Set is very comfortable.,Positive
2025-05-26,Facebook,Supreme Foam,Called support 3 times about my Supreme Foam but got no response.,Negative
2025-05-26,Facebook,Memory Foam Pillow,Delivery was super fast and the Memory Foam Pillow quality is top notch.,Positive
2025-05-26,Facebook,Supreme Foam,Customer service didn't reply when I asked about my Supreme Foam warranty.,Negative
2025-05-26,Facebook,Comforter Set,I was skeptical but the Comforter Set is very comfortable.,Positive
2025-05-26,Website Review,Supreme Foam,Can I pay via EMI for the Supreme Foam?,Neutral
2025-05-26,Instagram,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2025-05-25,Instagram,Comforter Set,Called support 3 times about my Comforter Set but got no response.,Negative
